"cnt","to_usgs","to_comid","from_comid","from_usgs"
2,"05485500",22249381,"{6597748,6610140}","{05482000,05484900}"
2,"11173510",2806979,"{2809679,2809859}","{11172955,11173200}"
2,"08394024",20780960,"{20773700,20779308}","{08393610,08386000}"
2,"02201230",9963082,"{9958312,9961690}","{02200120,02201000}"
2,"01646000",4509202,"{4509040,4509120}","{01645762,01645704}"
2,"11527000",8245172,"{8244344,8244332}","{11526400,11526500}"
2,"04112500",12242482,"{12241822,12242498}","{04111379,04112000}"
2,"02070500",8673563,"{8673051,8675163}","{02070000,02069700}"
2,"06893578",4391199,"{4390865,4392705}","{06893557,06893500}"
2,"01606500",8423278,"{8423282,8423458}","{01606000,01605500}"
2,"06349000",16225429,"{16223819,16224753}","{06348300,06348500}"
2,"08166140",3585626,"{3585554,3586192}","{08166000,08165500}"
2,"06921350",7388803,"{7388043,7388709}","{06921070,06921200}"
2,"11045600",22548547,"{22548545,22549115}","{11045700,11045300}"
2,"07179730",20931060,"{20929412,20929432}","{07179500,07179700}"
2,"08185500",7851771,"{7850687,7851629}","{08185065,08185100}"
2,"03331500",18487750,"{18486340,18487568}","{03330500,03331224}"
2,"04176500",13229606,"{13226700,13229102}","{04176400,04176000}"
2,"05053000",6676032,"{6675628,6676348}","{05052000,05052500}"
2,"12086000",24282036,"{24282076,24282122}","{12083000,12082500}"
2,"13351000",23459517,"{23459939,23460123}","{13348000,13345000}"
2,"07052152",7607249,"{7607235,7607233}","{07052100,07052120}"
2,"06326500",9826284,"{5387929,9572887}","{06324500,06324970}"
2,"03254520",2087849,"{2088097,2088377}","{03253500,03254480}"
2,"02359170",2298964,"{2297254,2133672}","{02358700,02359000}"
2,"09261000",1374334,"{3111399,10040950}","{09260050,09234500}"
2,"07134180",1601209,"{1596083,992915}","{07133000,07134100}"
2,"08447300",333056,"{332712,3158167}","{08447000,08447020}"
2,"01103500",5867435,"{5867443,5867575}","{01103455,01103280}"
2,"03012550",8975664,"{8969860,8974366}","{03011020,03011800}"
2,"03053500",4352064,"{4353810,4354466}","{03052120,03052500}"
2,"03274000",3885878,"{3883812,3882696}","{03272100,03272700}"
2,"01391102",6249688,"{6250616,6250612}","{01390500,01391000}"
2,"07074500",11799733,"{7551125,11833608}","{07074420,07061000}"
2,"07010086",3624355,"{3624329,3624313}","{07010075,07010082}"
2,"12101500",23980375,"{23980385,23981235}","{12096500,12100490}"
2,"05292000",4084418,"{4073636,4085588}","{05290000,05291000}"
2,"09484600",15894416,"{15895582,15895584}","{09484550,09484580}"
2,"13211205",23398597,"{23398831,23399353}","{13206000,13206305}"
2,"09333500",4907451,"{4893971,944070009}","{385202111121601,09330000}"
2,"01542500",4672391,"{4672573,4674911}","{01541303,01541500}"
2,"01423000",2613578,"{2612822,2612842}","{01421900,01422500}"
2,"12449500",24382935,"{24383025,24383787}","{12448500,12448998}"
2,"01034000",1720007,"{1722317,1722933}","{01031500,01031510}"
2,"09444500",21357877,"{21358611,21355827}","{09444000,09444200}"
2,"01430000",2739776,"{2739772,2739766}","{01429000,01429500}"
2,"03298200",10264164,"{10264510,10264014}","{03298000,03298135}"
2,"05418500",13375649,"{13374239,13376223}","{05418400,05416900}"
2,"12334550",24293160,"{24293328,24309693}","{12331800,12334510}"
2,"07083710",916565,"{916811,916821}","{07081200,07083000}"
2,"01396800",9513994,"{9512952,9513784}","{01396660,01396582}"
2,"02350512",6447636,"{6444276,6442680}","{02349605,02349900}"
2,"09034250",1231703,"{1234355,1234513}","{09033300,09019500}"
2,"01524500",8110525,"{8110879,8110889}","{01521500,01523500}"
2,"04164000",13182948,"{13184592,13184590}","{04161820,04163400}"
2,"06752260",2900003,"{2900581,2900061}","{06751490,06746110}"
2,"06282000",4425861,"{12788684,12794905}","{06281000,06279940}"
2,"01105554",5867473,"{5867537,5867561}","{01105000,01105500}"
2,"06843500",19040347,"{19095367,19070233}","{06837000,06838000}"
2,"03212500",886643,"{886365,887151}","{03210000,03209500}"
2,"08194500",10631613,"{10630401,10634531}","{08194000,08194200}"
2,"05062000",6688853,"{6689073,6689413}","{05061500,05061000}"
2,"02298830",16838908,"{16837084,16837332}","{02298608,02298760}"
2,"11274550",2828044,"{2827158,2829226}","{11274538,11274000}"
2,"06037500",3059764,"{3060622,3061602}","{06037100,06036905}"
2,"03341500",10286212,"{10210063,10209725}","{03340500,03341300}"
2,"06815000",19153077,"{19153015,19158238}","{06814500,06814000}"
2,"09426000",21384136,"{21389354,21403895}","{09424900,09424450}"
2,"06828500",19093303,"{11697864,11714631}","{06827500,06824500}"
2,"08263500",17863292,"{17863208,17900327}","{08261000,08223000}"
2,"12211200",23955872,"{23955904,23955918}","{12210900,12210700}"
2,"02344630",6415508,"{6413164,6415488}","{02344620,02344605}"
2,"12117500",24537920,"{24537924,24537944}","{12117000,12116400}"
2,"04087000",12162648,"{12162504,12162572}","{040869416,04086600}"
2,"07260500",7803469,"{7803109,7805591}","{07258500,07260000}"
2,"08168500",1620031,"{1619595,1619637}","{08167800,08168000}"
2,"03142000",15371560,"{15372674,15373634}","{03141870,03141500}"
2,"02025500",8550147,"{8550041,8548847}","{02024752,02024915}"
2,"02395000",6498944,"{6499076,6501484}","{02394670,02394820}"
2,"02347500",6429916,"{6415040,6415628}","{02344872,02346310}"
2,"06919900",7371355,"{7371515,7371873}","{06919500,06919020}"
2,"12148500",23970755,"{23970759,23970779}","{12148300,12147500}"
2,"03289300",1825236,"{1825492,1825502}","{03289200,03289000}"
2,"294833102085400",300179,"{291639,299935}","{08374550,08376300}"
2,"02131000",9175254,"{9168348,9174850}","{02130561,02130980}"
2,"01562000",4690429,"{4689741,4690113}","{01559790,01560000}"
2,"06327500",21876099,"{13261505,9826284}","{06309000,06326500}"
2,"12353000",22937902,"{22937978,24319206}","{12340500,12352500}"
2,"06340010",16248877,"{16249787,16247437}","{06340000,06339500}"
2,"01608500",8420360,"{8420098,8423278}","{01608000,01606500}"
2,"07160000",255270,"{254068,255558}","{07159750,07159100}"
2,"03314500",4033060,"{4034276,4035394}","{03312259,03314000}"
2,"06023100",4213042,"{239166,4215022}","{06023000,06018500}"
2,"13142500",23250977,"{23251079,23262592}","{13140800,13141500}"
2,"04277510",10312840,"{10312650,10313542}","{04278300,04276920}"
2,"02056000",8627467,"{8627131,8627261}","{02055100,02055000}"
2,"02321500",2161874,"{2161384,2161828}","{02321000,02320700}"
2,"05488110",4995175,"{22254205,22252001}","{05487520,05487980}"
2,"06607500",14626246,"{14624658,17227027}","{06606600,06607200}"
2,"08158600",5781285,"{5781203,5781217}","{08158380,08158200}"
2,"08111850",3122690,"{3121538,3122466}","{08111500,08111700}"
2,"13266000",24184848,"{24183920,24184234}","{13265500,13258500}"
2,"03031500",4745955,"{6877295,10222194}","{03030500,03025500}"
2,"02155500",12034959,"{12035439,12037613}","{02154500,02154790}"
2,"09179450",18370392,"{18374906,18382337}","{09177000,09171100}"
2,"07048550",8590430,"{8590446,8590450}","{07048480,07048490}"
2,"10309000",8922339,"{8922549,8922715}","{10308800,10308200}"
2,"09036000",1237943,"{1238141,1238533}","{09035700,09035900}"
2,"02134500",9131716,"{9129886,9127910}","{02134170,02134480}"
2,"07105800",1529977,"{1529807,1529805}","{07105530,07105600}"
2,"03016000",10220190,"{8975690,8975242}","{03015310,03015500}"
2,"02474560",18135958,"{18135774,18135826}","{02474500,02473000}"
2,"07195000",399500,"{397364,397506}","{07194880,07194933}"
2,"02223500",1946791,"{1946659,1948129}","{02223248,02223360}"
2,"08057410",1260375,"{1260403,942030011}","{08057300,08057000}"
2,"05451500",17539323,"{6570940,6572160}","{05449500,05451210}"
2,"05540250",14787007,"{14786891,14787595}","{05540160,05540195}"
2,"03105500",19464300,"{12999322,13154299}","{03103500,03099500}"
2,"07143330",22077735,"{22076543,21187061}","{07142680,07143300}"
2,"01513831",8102961,"{8102921,8103605}","{01513500,01513550}"
2,"05057000",14269180,"{14267476,14267516}","{05056678,05056000}"
2,"03165500",6887364,"{6886804,6887572}","{03165000,03164000}"
2,"05369500",13107421,"{13107207,13085603}","{05366800,05369000}"
2,"09471400",15932483,"{15932983,945050159}","{09471310,09471380}"
2,"02344500",6415592,"{6415518,6413892}","{02344396,02344478}"
2,"02024000",8540133,"{8540027,8540051}","{02021500,02022500}"
2,"08206910",10664160,"{10664196,10671061}","{08206600,08206700}"
2,"06897500",5106782,"{5105824,5106004}","{06897000,06896900}"
2,"05484900",6610140,"{6610248,6609844}","{05484650,05484800}"
2,"01076500",6731463,"{6731257,6730287}","{01075000,01076000}"
2,"06114700",12375905,"{12377951,12379043}","{06111800,06110020}"
2,"06864000",18914017,"{7318204,940260253}","{06863500,06863000}"
2,"14165500",23772727,"{23772749,23773513}","{14164900,14165000}"
2,"02192000",6280111,"{6279431,6279327}","{02191300,02191743}"
2,"01591610",11907330,"{11907272,11907296}","{01591400,01591000}"
2,"11525854",8245896,"{8245886,8245912}","{11525655,11525670}"
2,"02011800",8521381,"{8520755,8520617}","{02011500,02011400}"
2,"12500450",23099846,"{24125193,24422913}","{12484500,12488500}"
2,"06868200",18867596,"{7331192,7329862}","{06867000,06867500}"
2,"07019000",5050679,"{4635347,5052681}","{07018500,07017020}"
2,"06884400",4024807,"{4024569,4024117}","{06884025,06884200}"
2,"06882000",2275923,"{18792702,18819832}","{06881380,06881000}"
2,"05484500",6610166,"{6610484,6621036}","{05482500,05484000}"
2,"05344500",1874965,"{1101462,2651896}","{05331580,05344490}"
2,"03597860",19533702,"{19531616,19534712}","{03597590,03596000}"
2,"02217770",1049653,"{1047261,1047417}","{02217615,02217643}"
2,"11261500",19771455,"{19784319,19777307}","{11254000,11261100}"
2,"01198125",7710044,"{7710210,7709954}","{01197500,01198000}"
2,"08110000",5570685,"{5570253,5570395}","{08109800,08109700}"
2,"01582500",11687360,"{11687160,11687636}","{01581920,01582000}"
2,"01104500",5868225,"{5867733,5867409}","{01104480,01104200}"
2,"06336000",14567692,"{14571638,14569114}","{06335500,06335750}"
2,"05412020",13311845,"{13309075,13311203}","{05411850,05411900}"
2,"05434500",13411154,"{13410230,13412928}","{05433000,05432500}"
2,"03352500",18476401,"{18475677,18475727}","{03352162,03351500}"
2,"13334300",24228251,"{24228281,23442119}","{13317660,13333000}"
2,"07037500",734307,"{732863,734075}","{07036100,07037300}"
2,"09521100",21412723,"{21412731,21412775}","{09526000,09525500}"
2,"05082500",9398232,"{9399066,7040493}","{05070000,05080000}"
2,"06140500",12323071,"{12319297,12340828}","{06139500,06135000}"
2,"07228000",19972126,"{19980288,19984864}","{07227890,07227500}"
2,"04166500",10850144,"{10849484,10849602}","{04166100,04166300}"
2,"05552500",14763925,"{14763017,14762875}","{05551580,05551675}"
2,"08284100",165886202,"{17843682,17844466}","{08282300,08281400}"
2,"06810000",659660,"{19167379,19210415}","{06809900,06808820}"
2,"01574000",4722109,"{4724617,4727061}","{01573825,01573849}"
2,"08150000",5770577,"{5761759,5765175}","{08148500,08149900}"
2,"11044300",22548457,"{22549075,22548475}","{11044000,11044250}"
2,"12467000",24406205,"{24397698,24398226}","{12465000,12465400}"
2,"03320000",11617363,"{11628855,11622056}","{03316500,03318800}"
2,"07186000",7590909,"{7590133,7590273}","{07185910,07185765}"
2,"10350000",8932092,"{8932654,8932212}","{10348200,10349980}"
2,"02313000",16949694,"{16949786,16949624}","{02312762,02312764}"
2,"05480500",6594454,"{6588281,6591838}","{05476750,05479000}"
2,"06793000",17309794,"{17324499,17375806}","{06790500,06785000}"
2,"03599240",19531956,"{19534708,19531724}","{03598000,03599100}"
2,"11070365",22532938,"{22534638,22535256}","{11070270,11069500}"
2,"03171000",6884666,"{6884590,6887202}","{03170000,03168000}"
2,"08085500",5521636,"{5489963,5509690}","{08084200,08084800}"
2,"01112500",6117292,"{6116268,6119204}","{01111212,01111500}"
2,"02424000",21661814,"{21655896,21655740}","{02423555,02423630}"
2,"08385522",20803573,"{20800875,20800887}","{08384500,08385000}"
2,"05440000",19289305,"{19285907,19286343}","{05438500,05439500}"
2,"12452990",23207982,"{23208058,23208194}","{12452800,12452890}"
2,"01358000",6186146,"{22751957,22290557}","{01357500,01335754}"
2,"14339000",23923226,"{23923278,23923878}","{14337600,14338000}"
2,"02330000",10366208,"{10362924,10363648}","{02329000,02329600}"
2,"02354500",6471974,"{6471708,25727251}","{02354475,02354350}"
2,"06926510",5987239,"{5987453,5987041}","{06926080,06926290}"
2,"03373500",18445710,"{18444090,18445664}","{03371650,03371500}"
2,"01438500",4151628,"{4151524,4151216}","{01434000,01437500}"
2,"01594440",11907758,"{11905730,11905746}","{01594000,01592500}"
2,"03036000",166808422,"{4741709,4741771}","{03034000,03034500}"
2,"11278300",17082139,"{17081409,17081431}","{11278000,11277300}"
2,"01538700",2604943,"{2601199,2603031}","{01536500,01538000}"
2,"01529950",8119227,"{8110941,8119183}","{01526500,01529500}"
2,"02300500",16883900,"{16883564,16883892}","{02300300,02300100}"
2,"07143375",22077857,"{22077735,22077535}","{07143330,07144201}"
2,"05453100",17543597,"{17543573,17543645}","{05452500,05453000}"
2,"03599500",19518240,"{19532008,19531696}","{03599419,03599450}"
2,"08169000",1619649,"{1619647,1619663}","{08168932,08168797}"
2,"05473065",7003858,"{6984030,6996297}","{05471500,05472500}"
2,"04125550",12121294,"{12120568,12120754}","{04124200,04125460}"
2,"06447450",16076140,"{16072528,16074848}","{06447230,06447000}"
2,"06308500",12751711,"{12753749,12752129}","{06307830,06308400}"
2,"05247500",4947387,"{4943103,4966267}","{05244000,05245100}"
2,"07249985",1539671,"{1539341,1540035}","{07249920,07249800}"
2,"03527000",14640581,"{14640257,14640391}","{03524500,03524000}"
2,"094196784",22070770,"{22069888,22069934}","{09419665,094196783}"
2,"02202680",9944910,"{9944828,9944858}","{02202500,02202600}"
2,"14243000",24248512,"{24248946,24248524}","{14238000,14242580}"
2,"03015310",8975690,"{8975664,15445645}","{03012550,03015000}"
2,"05064000",7027319,"{7027349,7027381}","{05063398,05062500}"
2,"09211200",18312556,"{18355089,18354249}","{09209400,09210500}"
2,"0214291555",9755438,"{9755434,9755474}","{02142914,02142900}"
2,"07343450",1128575,"{1129421,1129533}","{07343356,07343200}"
2,"14366000",23935947,"{23935979,23936033}","{14362250,14362000}"
2,"01651000",22337977,"{22337513,22338427}","{01650500,01650800}"
2,"07157740",21066626,"{21086452,941040164}","{07157500,07156900}"
2,"06313500",9594048,"{5351469,5351095}","{06311400,06309200}"
2,"12025000",23850671,"{23850681,23850715}","{12024000,12024400}"
2,"11502500",24082481,"{24081559,24084310}","{11493500,11501000}"
2,"09427520",9998136,"{21436863,945030207}","{09423000,09426620}"
2,"0137462010",6227150,"{6227008,6226964}","{01374581,01374598}"
2,"01472000",4782441,"{4782313,4780921}","{01471510,01471875}"
2,"02298202",16814857,"{16808187,16813909}","{02298123,02297600}"
2,"08143500",5736533,"{5735207,5741912}","{08140700,08142000}"
2,"04121970",12134842,"{12133354,12134418}","{04121500,04121944}"
2,"03378500",10382125,"{10382055,10381971}","{03377500,03378000}"
2,"04183500",15669979,"{15667131,15668461}","{411228084541701,04183000}"
2,"02303000",16907135,"{16906283,16906323}","{02301990,02302500}"
2,"06155030",12327243,"{12327527,12532944}","{06154100,06154400}"
2,"14316455",23894292,"{23894310,23894348}","{14315950,14315700}"
2,"08123850",5721925,"{5635847,5714835}","{08121000,08123800}"
2,"02390050",6496222,"{6496178,6495864}","{02389150,02390000}"
2,"05528000",14784503,"{14784427,14784463}","{05527800,05527950}"
2,"04161820",13184592,"{13184576,13184584}","{04161540,04161000}"
2,"12413470",23002030,"{23002036,23002110}","{12413445,12413355}"
2,"02397000",15823339,"{6489904,6505962}","{02388500,02395980}"
2,"09469500",21274156,"{21318987,21294881}","{09466500,09468500}"
2,"02336300",2047989,"{2047971,2048013}","{02336120,02336240}"
2,"01315500",22304861,"{22305461,22306657}","{01312000,01315000}"
2,"02047000",8725915,"{8719481,8725761}","{02046000,02045500}"
2,"08068000",1468280,"{1467944,1468038}","{08067650,08067920}"
2,"03501500",19735831,"{19735951,19736555}","{03500240,03500000}"
2,"05227500",4853487,"{4836620,4836784}","{05212700,05211000}"
2,"06357800",21834041,"{16188366,21851961}","{06356500,06355500}"
2,"13246000",24176857,"{24177409,24177467}","{13240000,13239000}"
2,"05590950",13770282,"{13770104,13771194}","{05590520,05590800}"
2,"07335300",707434,"{707416,6069056}","{07334000,07334800}"
2,"01593500",11905718,"{11905598,11905670}","{01593370,01593450}"
2,"08045400",1269054,"{1305941,1306815}","{08044500,08044800}"
2,"09147025",9769294,"{9769826,9769828}","{09146200,09147000}"
2,"03230500",5218143,"{5217611,5217811}","{03230310,03230450}"
2,"11462080",8268521,"{8269091,8269099}","{11461500,11461000}"
2,"06854500",5924798,"{19018751,19017621}","{06853500,06853800}"
2,"03451000",22161688,"{22160778,22161670}","{0344894205,03450000}"
2,"08030500",8331804,"{8330800,8330722}","{08028500,08029500}"
2,"07328100",19958172,"{683473,687397}","{07326500,07327550}"
2,"07307028",561081,"{560595,562391}","{07305000,07307010}"
2,"06875900",3536017,"{5955735,18852688}","{06874000,06872500}"
2,"05517500",13434643,"{13433513,13434009}","{05515500,05517000}"
2,"02042222",10067525,"{8574021,8608039}","{02037500,02041650}"
2,"03327500",18509098,"{18508640,18503041}","{03325000,03326500}"
2,"02151500",12035543,"{12034371,12036581}","{02150495,02149000}"
2,"07336820",9544021,"{8348933,592734}","{07335500,07336200}"
2,"07014500",5053369,"{5055431,5059231}","{07014000,07013000}"
2,"01518000",8112611,"{8112301,8112305}","{01516350,01516500}"
2,"08064100",1446644,"{1446926,1446974}","{08063800,08063562}"
2,"08044500",1305941,"{1304795,1305635}","{08042800,08044000}"
2,"01403900",9513328,"{9512912,9513054}","{01403400,01403540}"
2,"02414500",22042575,"{15811667,15810691}","{02413300,02412000}"
2,"01470500",4779167,"{4778811,4779607}","{01469500,01468500}"
2,"14197900",23791305,"{23791093,23796627}","{14191000,14194150}"
2,"04087240",12169283,"{12169065,12169385}","{04087233,04087220}"
2,"08019200",5275972,"{5275740,5293833}","{08018500,08019000}"
2,"02392000",6498632,"{6498588,6497138}","{02391860,02391840}"
2,"07056000",11818755,"{11816741,11818809}","{07055680,07055875}"
2,"07342500",4300941,"{4300845,4300953}","{07342465,07342480}"
2,"01378500",6250624,"{6248392,6249408}","{01377000,01377500}"
2,"05536290",13463917,"{13463805,13463925}","{05536275,05536195}"
2,"08177500",1638907,"{1638559,1639209}","{08176900,08177300}"
2,"01166500",9343517,"{9343773,9343395}","{01164000,01165000}"
2,"01601500",14363456,"{14362658,14363018}","{01601000,01601420}"
2,"14202000",23800594,"{23800604,23800762}","{14201340,14201500}"
2,"02479000",18121032,"{18134412,18172814}","{02475000,02478500}"
2,"13132520",23238318,"{23238296,23241230}","{13132500,13132513}"
2,"02334430",2045337,"{2042071,2041805}","{02331600,02333500}"
2,"0505152130",6668291,"{6636048,6658065}","{05051300,05051500}"
2,"01125000",6144829,"{6144817,6144819}","{01124350,01124500}"
2,"0423205010",21633937,"{21633619,21633883}","{04232034,04232050}"
2,"01389890",6251098,"{6250676,6249966}","{01389500,01389550}"
2,"01117430",6141076,"{6141056,166174967}","{01117420,01117350}"
2,"04106000",3473585,"{3473353,3473077}","{04105500,04105700}"
2,"10020300",7879744,"{7882578,7884940}","{10020100,10016900}"
2,"01515000",8103737,"{8102961,8103553}","{01513831,01514850}"
2,"07061000",11833608,"{11830684,11834118}","{07060500,07060710}"
2,"02153200",12035605,"{12034339,12035543}","{02152474,02151500}"
2,"10300000",10743426,"{10742328,10742454}","{10297500,10299100}"
2,"01589330",11689186,"{11689144,11689198}","{01589320,01589315}"
2,"03262500",3990680,"{3983110,3984508}","{03261500,03262000}"
2,"14315500",23894350,"{23894364,23894446}","{14314700,14313700}"
2,"02477000",18178477,"{18194859,18195359}","{02475500,02476600}"
2,"07068000",7523285,"{7524421,7521399}","{07067000,07067500}"
2,"02240000",16629114,"{16629118,16630398}","{02239000,02239501}"
2,"07052500",7609749,"{7607905,7608695}","{07052250,07052345}"
2,"02095000",8891502,"{8891014,8891056}","{02094770,02094775}"
2,"05382325",2454098,"{2453132,2454518}","{05382267,05382284}"
2,"03603000",19514640,"{19515920,19518084}","{03601990,03602500}"
2,"13341050",23606356,"{23606382,23630350}","{13340000,13340600}"
2,"03345500",10340072,"{10335712,10337790}","{03343400,03343820}"
2,"05527500",13439203,"{13438215,13451894}","{05520500,05526000}"
2,"02353500",6471976,"{6470130,25727371}","{02353400,02353265}"
2,"07196090",398442,"{398302,399514}","{07195500,07196000}"
2,"01480500",932040162,"{4648544,4648694}","{01480400,01480300}"
2,"08171400",1631195,"{1631129,1631099}","{08171350,08170500}"
2,"02207418",6330996,"{6330794,6330798}","{02207400,02207385}"
2,"03290080",1825540,"{1825588,1825460}","{03287500,03289500}"
2,"09168730",18382615,"{18385551,18385437}","{09166500,09166950}"
2,"07010097",3624471,"{3624401,3624451}","{07010088,07010090}"
2,"05482000",6597748,"{6597718,6597300}","{05481650,05481950}"
2,"07144100",21177172,"{21176300,21176984}","{07143672,07144050}"
2,"14020850",23648422,"{23648490,23648622}","{14020300,14020000}"
2,"01668000",8476948,"{8465429,8467225}","{01664000,01667500}"
2,"09033300",1234355,"{1239233,1239255}","{09033100,09027100}"
2,"07157950",21046034,"{21065946,21066626}","{07157940,07157740}"
2,"03363000",18461210,"{18461156,18460180}","{03362500,03361500}"
2,"07144300",21165561,"{22077857,21177332}","{07143375,07144200}"
2,"09371010",1403494,"{16963957,17003486}","{09371000,09368000}"
2,"08174700",1623075,"{1622713,1622763}","{08173900,08174600}"
1,"03056000",4352134,"{4352178}","{03054500}"
1,"02193500",6289757,"{6289497}","{02193340}"
1,"05484000",6621036,"{6621656}","{05483600}"
1,"11276500",17081559,"{17081597}","{11274790}"
1,"02051500",8741021,"{8744379}","{02051190}"
1,"06610765",17217650,"{17217578}","{06610750}"
1,"07064533",7517071,"{7516577}","{07064440}"
1,"03284500",1827842,"{1827768}","{03284230}"
1,"04268000",15465127,"{15465259}","{04267500}"
1,"06935550",6010272,"{6013168}","{06935450}"
1,"07106500",1532253,"{1531851}","{07106300}"
1,"06914500",10123668,"{10124416}","{06914100}"
1,"07035800",731519,"{731205}","{07035000}"
1,"03301000",10302639,"{10302627}","{03300400}"
1,"11152500",8200533,"{8200795}","{11152300}"
1,"09059500",1238051,"{1238569}","{09058500}"
1,"06639000",15954494,"{15950892}","{06638090}"
1,"14169000",23763139,"{23763161}","{14166500}"
1,"02383500",6478921,"{6478587}","{02382500}"
1,"01449000",4188159,"{4186403}","{01447800}"
1,"08188570",3840137,"{3840125}","{08188500}"
1,"05435500",13414140,"{13411154}","{05434500}"
1,"01173500",7690465,"{7691403}","{01173000}"
1,"03437495",11879852,"{11879856}","{03437480}"
1,"01390500",6250616,"{6245850}","{01390450}"
1,"02198000",9978725,"{9975795}","{02197830}"
1,"07250085",1543899,"{1539671}","{07249985}"
1,"11162630",17688275,"{17687547}","{11162620}"
1,"01436000",4147432,"{4147956}","{01435000}"
1,"01502731",8088063,"{8087855}","{01502632}"
1,"03203600",19293432,"{6935684}","{03203000}"
1,"13075910",23155834,"{23155842}","{13075500}"
1,"08116850",3124654,"{3124642}","{08116650}"
1,"08188810",1643099,"{1640227}","{08188800}"
1,"07298500",13928769,"{13925051}","{07297910}"
1,"03079000",3808745,"{3808365}","{03078000}"
1,"03363900",18458307,"{18458295}","{03363500}"
1,"07263605",22847829,"{22846795}","{07263555}"
1,"02083000",10510596,"{10511316}","{02082950}"
1,"09328910",4879797,"{4879781}","{09328500}"
1,"10351700",11314309,"{11313919}","{10351650}"
1,"07380401",22357431,"{22356915}","{07380400}"
1,"05442300",10607604,"{10603828}","{05440700}"
1,"06768025",7264455,"{7264443}","{06768000}"
1,"05536357",13463913,"{3398182}","{04092677}"
1,"07140900",21215289,"{21214285}","{07140890}"
1,"14301000",23871899,"{23872135}","{14299800}"
1,"01104455",5866457,"{5866423}","{01104430}"
1,"06354580",14665387,"{14668901}","{06354480}"
1,"03349510",18475175,"{25167897}","{03349210}"
1,"06164510",12306001,"{12328223}","{06155500}"
1,"06821150",2530269,"{2529443}","{06821080}"
1,"02173030",10553174,"{10553860}","{02173000}"
1,"10146400",10331001,"{10330245}","{10146000}"
1,"03076500",3808497,"{3808859}","{03076100}"
1,"13022500",24432371,"{24432645}","{13018750}"
1,"03485500",19744396,"{19744786}","{03484470}"
1,"06192500",4366016,"{4369760}","{06191500}"
1,"08089000",5497132,"{24943191}","{08088610}"
1,"02336360",2047911,"{2047893}","{02336340}"
1,"05341550",2649706,"{2649362}","{05340500}"
1,"02219000",1050457,"{1048273}","{02218565}"
1,"08178700",10840232,"{10840230}","{08178593}"
1,"02335757",2045061,"{2044921}","{02335700}"
1,"05382257",2453120,"{2454010}","{05382255}"
1,"07175500",21784710,"{21784444}","{07174400}"
1,"08198500",10646003,"{10645747}","{08198000}"
1,"09070000",1320238,"{1318968}","{394220106431500}"
1,"02213000",6341518,"{6336816}","{02212735}"
1,"01452000",4188007,"{4187713}","{01451800}"
1,"01558000",4682638,"{4683152}","{01557500}"
1,"07362587",21919761,"{21921793}","{07362579}"
1,"05059715",14254587,"{14254647}","{05059700}"
1,"07185095",7583113,"{7583093}","{07185090}"
1,"12193400",24255877,"{24256635}","{12190400}"
1,"11465240",8272227,"{8272125}","{11465200}"
1,"06220800",12900872,"{12898110}","{06218500}"
1,"01531325",4197880,"{4197356}","{01531250}"
1,"08164350",7846241,"{7846049}","{08164300}"
1,"05046000",6658313,"{6657851}","{05030500}"
1,"08178050",10840818,"{10840810}","{08177700}"
1,"11172175",17695611,"{17694891}","{11169800}"
1,"07364200",19474395,"{19473063}","{07364185}"
1,"08176500",1639225,"{1637447}","{08175800}"
1,"01563200",4688455,"{4690429}","{01562000}"
1,"09046600",1312907,"{1314651}","{09046490}"
1,"03567500",19696075,"{19697599}","{03567340}"
1,"14087400",23713916,"{23713918}","{14087380}"
1,"01478650",4651944,"{4651254}","{01478245}"
1,"09410100",10025110,"{10022980}","{09409100}"
1,"03237020",3488041,"{3486931}","{03234500}"
1,"13335050",24227935,"{24227993}","{13334450}"
1,"06610732",17217574,"{17217462}","{06610720}"
1,"01534860",2600169,"{2598765}","{01534500}"
1,"03322985",18508400,"{18508418}","{03322900}"
1,"06441500",16128803,"{16131765}","{06440200}"
1,"02103000",8846189,"{8849951}","{02102908}"
1,"05383075",2456124,"{2454098}","{05382325}"
1,"07228940",6026262,"{6024782}","{07228500}"
1,"08398500",22423332,"{22421466}","{08397620}"
1,"08361000",3222059,"{17727284}","{08359500}"
1,"12457000",23080712,"{23080732}","{12456500}"
1,"04137500",12954040,"{12951570}","{04137005}"
1,"05531300",14785887,"{14785333}","{05531045}"
1,"07029500",14078174,"{14222341}","{07029270}"
1,"14150000",23751830,"{23751880}","{14148000}"
1,"02423160",21654200,"{21654166}","{02423130}"
1,"06908000",7500508,"{7501510}","{06907700}"
1,"06471000",11473636,"{11473846}","{06470878}"
1,"11516530",361671,"{358949}","{11510700}"
1,"01387420",6245602,"{6245458}","{01387400}"
1,"07047950",22865239,"{22860477}","{07047942}"
1,"04119400",9005833,"{9008387}","{04119000}"
1,"03364200",18458309,"{18458245}","{03364042}"
1,"01595800",14365060,"{14365188}","{01595500}"
1,"14184100",23780883,"{23780481}","{14183000}"
1,"01449800",4187341,"{4187925}","{01449360}"
1,"06904500",5814707,"{5124970}","{06904050}"
1,"03227107",5218153,"{5215055}","{03226800}"
1,"04282780",22220497,"{22220499}","{04282700}"
1,"08379500",20816582,"{20815180}","{08378500}"
1,"0209553650",8890408,"{8891502}","{02095000}"
1,"02344396",6415518,"{6415468}","{02344350}"
1,"01467048",4489178,"{4489170}","{01467042}"
