gauge, area
03057000, 3530.35
03056000, 3053.06
03054500, 2386.62
03050000, 486.33
03052120, 243.17
03052500, 36.02
06192500, 9207.93
06200000, 1350.25
06191500, 6816.96
06895000, 387.22
06896000, 675.40
06895500, 1219626.35
06894200, 99.06
06893970, 9.01
06893620, 18.01
06893830, 18.01
06893557, 63.04
06893820, 243.17
06893890, 99.07
06894000, 486.33
06893578, 666.46
06894650, 1217230.81
06893000, 1214529.04
06893500, 450.31
06893390, 162.11
06893300, 63.04
06893350, 45.03
06893150, 243.17
06893100, 171.12
06893080, 126.09
05304500, 4600.81
05305000, 12826.77
06282000, 3996.84
11530500, 34552.34
11520500, 21162.89
11521500, 305.34
11523000, 25162.01
08032000, 3013.40
06906150, 54.02
06906200, 252.08
10068500, 9377.39
01465500, 522.05
01464500, 225.05
01464645, 27.00
01464720, 90.00
01464907, 72.01
01464750, 225.01
01465200, 396.03
01465798, 63.01
01467087, 72.02
01467036, 18.00
01467042, 99.02
01467048, 135.03
01467086, 45.01
01467000, 297.10
01466900, 189.07
01466500, 0.00
01465850, 198.07
01475850, 45.01
01467150, 36.01
01475001, 18.01
01475530, 9.00
01467081, 27.01
01475548, 54.02
01476480, 72.02
01477120, 54.03
01477000, 180.06
01637500, 180.10
01636690, 36.02
01638480, 270.18
01644371, 0.00
01644388, 9.01
01638420, 63.04
01644390, 9.01
01638350, 90.06
01644380, 9.01
01643590, 27.02
01645000, 270.18
01643805, 99.07
01644280, 189.13
01643880, 117.08
01644372, 0.00
01644375, 0.00
01644000, 846.58
01638500, 25052.70
01643700, 333.23
01646305, 9.01
01645762, 18.01
01645704, 18.01
01646000, 153.11
01646500, 29969.64
01555500, 422.87
01554000, 47733.50
01555000, 782.58
01658000, 144.10
01658500, 27.02
01660920, 207.14
01661050, 63.04
01661500, 81.05
01660400, 108.07
03188900, 108.06
03186500, 324.19
03187500, 225.13
03190000, 729.32
03189100, 1386.80
03191500, 108.06
03192000, 3421.86
10092700, 12383.03
01133000, 142.57
01134500, 187.21
01135300, 124.85
01135150, 8.92
01135500, 1132.17
01139000, 240.99
01139800, 17.86
01141500, 339.55
04288225, 8.92
04288230, 8.92
04288500, 267.54
04283000, 71.37
04288000, 392.79
04287000, 223.21
04289000, 276.46
04287300, 8.92
04285800, 196.25
04286000, 1035.10
04284751, 829.93
04284000, 107.14
04286500, 133.94
04289881, 35.67
04282815, 0.00
04290335, 44.59
04282795, 124.91
04290560, 2783.98
04290500, 2757.23
03048500, 4752.01
03045000, 423.06
03044810, 18.00
03047000, 738.07
04292100, 17.82
04292000, 820.16
04291000, 44.56
04291500, 704.28
04292810, 17.81
04292770, 17.81
04292750, 71.27
04292700, 44.55
04290580, 35.66
04292500, 1782.67
04294300, 97.91
04293200, 89.02
04293000, 365.10
04294140, 35.60
04293500, 1245.92
04293600, 195.90
04293700, 151.40
04293795, 293.95
04293900, 44.52
01129200, 667.15
01130000, 632.84
01129500, 2055.94
01137500, 258.81
01131500, 3937.07
04296500, 391.80
04296280, 391.96
04296000, 311.82
10126000, 18391.18
07018500, 2377.02
07018100, 1926.77
07017610, 1062.37
07017200, 468.14
07017260, 693.23
01480685, 72.02
01480400, 18.00
01480700, 162.04
01480675, 27.01
01480300, 45.01
01480870, 243.06
01480617, 135.04
01480638, 18.01
01478120, 27.01
01479820, 72.03
01478245, 135.06
01477800, 36.02
01480000, 117.05
01480015, 126.05
01479000, 225.10
01478650, 153.06
01478000, 45.02
01481000, 756.23
01483155, 0.00
01483200, 18.01
01481500, 837.26
01542500, 3607.03
01541303, 1223.38
01541000, 791.69
01541500, 971.62
01541200, 944.59
01558000, 575.84
01557500, 107.96
01556000, 719.97
01559000, 2105.64
01563200, 2493.50
01559790, 315.09
01560000, 441.07
01562000, 1944.47
01565000, 413.86
01566000, 558.00
01564895, 6471.13
01564512, 747.13
01564500, 432.10
01567000, 8603.76
01563500, 5229.03
01572025, 314.93
01572190, 440.91
01573000, 872.88
01573160, 171.01
01571005, 27.00
01573560, 1232.89
01571500, 567.13
01573710, 126.02
01573695, 54.01
01570500, 62285.22
01567500, 45.00
01568000, 531.03
01569460, 0.00
01571184, 45.01
01570000, 1197.22
01575585, 684.27
01576767, 189.05
01574000, 1341.43
01576500, 837.13
01576000, 66903.05
015765185, 0.00
01576754, 1170.22
01573825, 576.22
01576787, 405.13
01576516, 0.00
01575500, 576.23
01574500, 216.09
01577500, 351.15
01578475, 459.18
01580000, 252.12
01580520, 414.21
01578310, 70071.97
01573849, 27.01
03031882, 854.19
03039000, 719.75
03032500, 1384.78
03034000, 386.74
03034500, 251.88
03038000, 494.82
03036500, 23277.93
03031500, 19887.39
03042280, 152.97
03042500, 449.89
03041000, 504.00
03040000, 1197.23
03041029, 1782.23
03042000, 512.93
03041500, 1890.23
03044000, 3564.01
01494850, 27.01
01495000, 153.07
01493000, 45.03
01493112, 18.01
01494150, 27.02
01493500, 27.02
01492500, 27.02
01469500, 107.95
01470755, 431.90
01470500, 917.69
01468500, 323.89
01472198, 107.99
01472199, 72.00
01471875, 135.00
01472810, 153.00
01473900, 99.02
01473169, 54.01
01472620, 27.00
01471000, 575.99
01473000, 729.00
01472157, 153.03
01474000, 171.03
01471510, 2330.55
01472000, 2987.59
01473500, 4589.74
01470779, 198.00
01470960, 476.99
01474500, 4931.82
05212700, 949.63
05211000, 8512.57
05227500, 15330.05
05242300, 18218.34
05508805, 513.31
05508000, 6474.30
05507800, 6186.15
05507600, 270.17
09326500, 360.24
09328500, 4286.79
09328910, 6277.13
385202111121601, 0.00
09330500, 261.18
09329050, 63.04
09333500, 10635.51
09413900, 162.02
09413200, 9806.66
09413500, 10121.53
09413700, 10625.27
09414900, 1529.87
09415000, 12434.04
09315000, 104883.35
09328920, 114465.70
05244000, 2311.55
05243725, 158.76
05247500, 8514.77
05245100, 1311.74
05267000, 29867.15
05270500, 3699.80
05498700, 549.08
05500000, 1557.38
05489000, 971.24
05488110, 31983.45
05488500, 32343.10
05489500, 34681.08
05488200, 215.79
05490500, 36399.12
05490600, 37145.90
05498150, 1044.04
05497150, 1232.92
07021000, 1133.96
05506350, 810.40
05506100, 450.29
05504800, 612.40
05506800, 522.32
07019175, 18.01
07019072, 9.01
07019120, 27.02
07019090, 27.02
07019195, 9.01
07019220, 9.01
07019150, 18.01
07019185, 54.04
07019000, 9841.39
07019317, 36.02
07017020, 7122.15
07014500, 3871.33
07014000, 666.22
07013000, 2052.62
07010350, 531.12
07016500, 2107.17
07015720, 351.17
07020550, 126.03
07020500, 1795597.01
07022000, 1807984.36
06897000, 251.98
06896900, 4445.96
06896400, 1016.81
06897500, 5832.01
06899700, 1035.51
06904010, 1925.05
06903700, 449.81
06903400, 485.71
06904050, 2266.98
06898000, 1807.71
06899500, 4453.39
06909500, 180.12
06906500, 1249924.00
06927240, 756.52
06910230, 189.13
06909950, 333.23
06910750, 1431.92
06909000, 1257362.76
06910450, 1261973.88
01019000, 560.07
01021000, 3518.07
01038000, 365.79
03223425, 107.98
03217500, 665.84
03228750, 170.99
03228300, 243.01
03228805, 315.00
03228500, 495.04
03225500, 1007.78
03226800, 1313.81
03219500, 1457.70
03220000, 423.03
03221000, 2519.73
03229796, 693.29
03229500, 1413.22
03230310, 405.10
03230450, 90.03
03230500, 1341.34
03221646, 2708.78
03227107, 1412.84
03227500, 4211.64
03229610, 5867.95
03234300, 2917.70
03232000, 603.31
03232500, 360.24
03234000, 2062.21
06696980, 72.04
08017200, 187.35
08017300, 213.91
08017410, 1952.34
08020000, 7206.84
08018500, 3519.55
08019500, 596.81
08019200, 5791.34
08020450, 7580.54
08020700, 186.74
08022040, 9252.73
08020900, 8132.03
08022500, 12550.01
08189300, 532.63
08189500, 1780.40
08019000, 1479.53
08189700, 671.39
09309600, 0.00
10215900, 90.06
09306290, 6553.91
09306500, 10110.06
11460750, 90.05
11460600, 207.10
11460400, 81.04
11460151, 18.01
06306300, 3759.00
06307600, 1210.04
06307500, 4631.19
06299980, 1238.04
06298000, 516.72
06306250, 908.69
06305700, 1078.30
06311000, 62.50
06309200, 107.34
06311400, 267.97
06324000, 3022.41
06323000, 312.11
06320500, 89.20
06320000, 142.71
06318500, 312.32
06324500, 20812.23
06400000, 2508.60
06428500, 8362.01
06436190, 187.33
06437000, 14983.57
06436000, 11705.81
06436198, 249.73
06436180, 160.58
06437020, 44.61
06436165, 8.92
06438000, 18175.82
06430532, 115.93
06429997, 0.00
06429905, 749.52
06430500, 1257.79
06433000, 2443.99
06429500, 80.35
06431500, 455.06
06430850, 62.46
06430800, 8.92
06430770, 187.43
08083230, 3097.50
08083100, 676.78
08084000, 5766.41
08083240, 3782.85
08084200, 6585.45
08083480, 337.91
08083420, 35.58
08088000, 44789.06
08089000, 47748.04
08090800, 51425.83
08090905, 56005.82
08084800, 1265.13
08091500, 1049.17
08092000, 746.95
08091000, 52974.14
08093100, 59916.44
08096500, 62671.19
08085500, 10418.01
08095300, 478.66
08095400, 239.41
08086290, 756.25
08086212, 1566.24
08086050, 569.24
08094800, 950.76
08095200, 3090.08
08095000, 2584.47
08082500, 26234.31
08082700, 285.52
08098300, 61.91
08098290, 65781.31
08108700, 90541.54
08110200, 92757.85
08110100, 494.07
08109800, 635.26
08109700, 608.45
08110000, 2636.08
08110430, 257.12
08110325, 647.43
08110500, 2472.59
08110800, 3499.04
08111052, 17.65
08111054, 8.83
08103800, 2125.15
08104100, 3442.65
08103900, 79.55
08103940, 3106.64
08104300, 344.68
08107950, 44.23
08104500, 13616.38
08106350, 18075.83
08108250, 849.07
08106500, 18376.14
08117995, 1700.85
08119500, 3437.69
08120500, 525.50
08121000, 4737.43
05503800, 225.11
05503100, 261.10
05502300, 936.21
05502500, 1179.32
08126380, 32406.10
08127000, 1225.53
08105505, 141.32
08105700, 1907.66
0810464660, 547.75
08105095, 212.01
08104700, 644.88
08105000, 1042.20
08105888, 308.80
08105883, 185.30
08104900, 353.17
08105872, 105.90
08105886, 17.64
08131400, 203.58
08129300, 1097.41
08130500, 592.74
08128000, 1096.66
08130700, 1752.12
08128400, 5608.18
08133250, 515.09
08133500, 1491.45
08134000, 3168.01
08134250, 3567.12
08135000, 3859.63
08123650, 19734.35
08123800, 20987.48
08136500, 15841.92
08136000, 13140.16
08123850, 28641.13
08124000, 29653.48
08136700, 51530.37
08138000, 54109.43
08140700, 1386.34
08143600, 5327.52
08143500, 4236.59
08142000, 346.17
08144600, 4197.86
08146000, 7931.61
08144500, 2933.83
08145000, 1539.71
08147000, 70915.26
08152000, 899.80
08148500, 2329.05
08149900, 2316.76
08150700, 8439.48
08150800, 546.87
08150000, 4848.64
08151500, 10885.23
08158700, 317.03
08154700, 52.91
08158380, 26.45
08158200, 70.55
08156675, 17.63
08155200, 246.72
08158600, 132.25
08158045, 8.81
08156910, 8.81
08158035, 17.62
08155240, 290.78
08155300, 308.40
08158920, 17.62
08158927, 17.62
08159000, 836.59
08158840, 17.62
08158810, 44.04
08158860, 61.66
08158813, 70.46
08158827, 475.49
08156800, 52.89
08155541, 8.81
08155400, 308.40
08158970, 61.67
08155500, 0.00
08158000, 91020.67
08152900, 969.19
08153500, 2299.80
08159500, 94763.89
08159200, 93531.70
08160800, 35.17
08160400, 95828.90
08161000, 97825.25
05494300, 242.90
05495500, 900.13
05496000, 1043.91
05495000, 1052.72
06904500, 3571.84
06906000, 774.28
06905500, 4967.24
01069500, 268.38
01069700, 26.85
01072800, 223.73
01072870, 188.00
01073000, 26.86
01073500, 474.66
01073785, 44.79
01067950, 71.58
01068910, 116.30
01073319, 161.21
01073587, 170.22
010735562, 35.84
01102000, 322.82
01101000, 44.82
01101500, 125.55
01105638, 35.90
01105608, 35.90
01105583, 71.81
01105600, 8.98
01104405, 8.97
01103025, 26.91
01104430, 26.91
01104455, 62.80
01104475, 8.97
011055566, 278.25
01102345, 62.78
01104200, 538.53
01103500, 466.74
01103455, 8.97
01104000, 0.00
01105554, 242.35
01105000, 107.71
01105500, 62.84
01103280, 161.58
01103040, 170.44
01104480, 71.77
01104500, 646.19
01105730, 80.79
011058837, 17.97
01105880, 26.95
01105917, 71.87
01105933, 80.86
01619000, 225.10
01614500, 1332.47
01617800, 54.03
01613050, 27.01
01613525, 513.19
01613030, 18.01
01614000, 621.39
01613095, 324.13
01613000, 10590.39
01618100, 54.03
01617000, 36.02
01616500, 720.46
01619500, 16191.12
01618000, 15497.78
01616400, 54.03
01613900, 54.04
01616100, 18.01
01615000, 153.10
01631000, 4223.50
01629500, 3539.04
01621050, 45.03
01625000, 1026.55
01627500, 558.27
01626850, 387.17
01626000, 333.15
01628500, 2791.57
01622000, 972.61
01620500, 54.03
05587000, 2233.41
06855850, 1008.49
06854500, 54101.72
06856000, 55713.51
06856600, 58252.85
06857100, 59198.46
06873000, 2710.69
06873460, 4079.51
06874000, 5088.12
06899900, 287.93
06901250, 90.02
06900050, 944.96
06901205, 108.00
06900640, 171.05
06901500, 1440.09
06902995, 54.03
06902000, 17973.42
06927000, 684.38
06926290, 783.40
06926510, 38015.22
06926080, 36547.42
06926000, 36250.25
06906800, 1422.94
06935997, 9.01
06935955, 27.02
06935890, 72.05
06935830, 45.03
06935850, 18.01
06935770, 27.02
06935755, 9.01
06936475, 99.07
06935980, 9.01
06935965, 1317690.78
06935550, 1316943.28
06934500, 1313935.26
06935450, 1316321.86
07228500, 62696.33
07228940, 63853.91
07229050, 64248.66
07229200, 64526.68
07229300, 520.13
07231500, 69745.22
07249400, 385.60
07249413, 4634.74
07247015, 690.20
07247250, 232.96
07247000, 528.85
07247500, 322.72
07334800, 1656.70
01096500, 1139.04
01094400, 143.48
01096000, 179.31
01094500, 260.07
01095220, 80.73
01095375, 125.61
01095434, 8.97
01142500, 62.52
01144000, 1760.29
01150900, 62.59
01151500, 599.17
01153000, 420.55
01181000, 260.23
01179500, 430.58
01180500, 134.58
01183500, 1319.08
01187300, 44.89
01185500, 242.35
01189995, 1481.67
01188000, 8.98
01188090, 987.68
01186500, 224.48
01186000, 332.13
01110000, 71.79
01109730, 188.46
01111212, 628.29
01110500, 376.94
01111200, 62.83
01112500, 1059.27
01111300, 44.89
01111500, 242.45
01108000, 700.39
01108410, 116.72
01113895, 1238.86
01114500, 107.77
01115098, 17.96
01115110, 17.96
01115170, 0.00
01115114, 0.00
01109070, 26.94
01109403, 152.66
01115190, 17.96
01115187, 35.93
01115280, 8.98
01115265, 26.95
01115276, 8.98
01116905, 44.93
01115630, 17.97
01109000, 107.75
01109060, 206.52
01115183, 0.00
01116500, 521.02
01116000, 161.72
01117000, 62.90
01117800, 80.87
01118000, 197.69
01117370, 53.91
01118300, 17.97
01117468, 35.95
01118500, 754.90
01117420, 98.85
01117430, 197.71
01117500, 269.61
01124350, 71.80
01124500, 0.00
01125000, 143.62
01124000, 421.93
01123360, 179.54
01123600, 269.32
01125100, 251.35
01124151, 466.83
01125490, 98.77
01125500, 861.85
01127000, 1849.99
01119382, 251.43
01121330, 71.85
01121000, 80.83
01120790, 206.55
01119500, 323.29
01123000, 80.85
01122000, 449.06
01122500, 1059.81
011230695, 1338.31
01127500, 224.64
01195490, 44.92
01196500, 269.58
01196561, 26.96
01196620, 80.89
01195100, 8.99
01359528, 457.22
01360640, 26.90
01358000, 20969.27
01361000, 825.22
01362200, 170.57
013621955, 17.95
01362370, 89.77
0136230002, 62.85
01362497, 53.87
01362500, 529.67
01363382, 44.90
01363556, 763.14
01364500, 1104.32
01365500, 62.87
01365000, 107.77
01371500, 1833.66
01367805, 62.94
01367500, 1015.00
01372500, 476.03
01374559, 26.96
01374598, 8.99
01374581, 53.92
0137449480, 179.74
01374505, 215.69
0137462010, 98.86
01374531, 224.68
01374701, 197.73
01374930, 35.95
01374781, 26.97
01374821, 62.93
01374941, 53.93
01374890, 53.94
01375000, 979.80
01374901, 89.90
01302020, 134.90
01376800, 80.93
01387400, 215.78
01387450, 26.98
01384500, 44.96
01387420, 224.77
01390450, 17.99
01382385, 152.87
01387500, 296.71
01386000, 26.98
01382210, 71.94
01382500, 170.86
01383500, 71.93
01377370, 44.96
01377000, 143.88
01382800, 233.81
01377500, 98.92
01388500, 899.21
01379773, 17.99
01379780, 17.99
01391102, 98.93
01381000, 323.80
01389550, 26.99
01381800, 188.91
01381400, 44.98
01391000, 35.97
01388000, 395.63
01390500, 35.97
01378500, 305.76
01380450, 305.81
01391500, 143.90
01389500, 1978.65
01381900, 899.56
01381500, 80.96
01392500, 26.99
01379530, 26.99
01379500, 260.91
01379000, 143.94
01389890, 2113.57
01389010, 1906.69
01394500, 62.98
01393450, 44.98
01395000, 107.96
01407290, 18.00
01407760, 27.00
01407705, 18.00
01407500, 135.01
02176930, 107.60
02178400, 152.40
02181350, 501.92
02181580, 501.92
02177000, 502.03
02191227, 143.20
02191740, 125.18
02191743, 599.20
02191300, 1951.27
02192000, 3668.05
02193340, 80.42
02193500, 750.43
02203559, 150.88
02208050, 35.77
02208150, 71.54
02207400, 35.75
02207385, 35.76
02207418, 134.06
02207435, 71.49
02208485, 35.74
02208487, 8.93
02207335, 652.53
02209000, 652.37
02209360, 26.79
02207448, 223.43
02208450, 464.78
02208493, 71.48
02205865, 53.65
02207135, 8.94
02207185, 26.81
02207120, 411.26
02207160, 71.50
02207220, 589.99
02203960, 80.43
02203655, 53.61
02203900, 259.10
02204037, 44.67
02204070, 473.53
02204130, 80.39
02203950, 35.75
02203863, 17.87
02203700, 26.81
02204520, 1187.93
02208000, 1099.27
02211800, 892.08
02212600, 196.23
02210500, 3689.44
02212735, 5420.01
02211375, 8.92
02204285, 35.71
02213500, 490.19
02214075, 587.91
02213000, 5821.12
02214590, 409.27
02215100, 435.66
02215000, 9792.19
02215500, 13620.08
02215260, 11702.90
02215900, 800.15
02216180, 115.47
02228000, 7355.01
02226362, 2321.39
02344327, 71.45
02344280, 53.58
02344724, 53.58
02344655, 35.71
02344620, 62.49
02344478, 35.69
02344872, 2079.44
02344350, 321.50
02344605, 107.14
02344630, 196.40
02344396, 419.69
02344748, 205.33
02344700, 267.81
02344500, 687.40
02346310, 26.76
02347500, 4806.48
02349900, 106.67
02349605, 7609.56
02350512, 10185.54
02351500, 364.39
02350600, 515.51
02351890, 941.58
02350900, 1385.77
02353400, 487.82
02354475, 44.31
02355350, 2722.14
02354500, 859.96
02353500, 1640.81
02354800, 2695.58
02381090, 161.30
02379500, 376.23
02382500, 1361.65
02381600, 26.87
02383500, 2149.59
02380500, 627.14
02382200, 286.57
02387500, 4139.21
02387600, 161.14
02388320, 53.71
02388350, 591.03
02388500, 5482.35
02388975, 268.68
02390000, 232.83
02390475, 179.07
02389150, 358.20
02390050, 743.23
02391540, 188.00
02390140, 134.24
02392360, 152.16
02391840, 17.90
02392780, 357.84
02392975, 71.54
02392950, 62.60
02393377, 0.00
02391860, 1584.66
02395120, 89.50
02392000, 1611.51
02395000, 4259.27
02394670, 3481.15
02394000, 2917.70
02393419, 35.77
02394820, 98.35
02395980, 4688.80
05460400, 3221.86
05462000, 4467.28
05449500, 1119.74
05451210, 601.04
05476000, 3225.59
05476590, 4263.66
05476750, 5867.26
05478265, 2291.09
05479000, 3402.08
05480500, 10901.09
05481300, 14155.68
05481950, 933.92
05481650, 15179.33
05482000, 16239.04
05480820, 1084.12
05481000, 2178.06
05482300, 1838.00
05484800, 197.67
05484900, 9371.07
05484600, 9083.55
05484500, 8930.78
05484650, 9137.46
05482500, 4215.90
05484000, 2550.83
05483450, 987.71
05483600, 1095.51
05051300, 4762.09
05030500, 2986.30
05046475, 5169.92
05051500, 10171.08
05046000, 4612.41
05054000, 28616.49
05051522, 10825.50
0505152130, 10719.45
05052000, 3357.33
05051600, 992.48
05053000, 5171.83
05052500, 778.74
05062000, 2507.05
05061500, 1201.41
05061000, 829.16
05067500, 70.39
05064500, 45983.53
01055000, 258.35
01054300, 338.64
01054500, 5309.35
01057000, 214.13
01055500, 428.26
01059000, 8458.20
01054200, 187.39
01063310, 17.87
01064118, 1563.22
01074520, 276.80
01076000, 393.18
01077400, 71.52
01078000, 223.61
01075000, 482.20
01076500, 1617.05
01081000, 1216.32
01089500, 411.68
01089100, 232.71
01091500, 519.54
01091000, 268.76
01089925, 617.61
01090800, 179.12
01081500, 3906.54
01093852, 259.92
01100505, 53.77
010965852, 125.46
01100561, 179.25
01100627, 161.43
01100600, 80.72
01094000, 448.12
01092000, 7989.57
01100000, 11970.84
01100568, 0.00
01087000, 348.97
01085000, 940.65
01086000, 367.01
01085500, 1083.91
01083000, 143.36
01082000, 179.25
01097300, 35.87
01099500, 1031.72
01097000, 305.05
01098500, 53.84
01098530, 269.21
01157000, 214.92
01158000, 304.50
01158600, 116.46
01158110, 340.33
01160350, 815.23
01161000, 1128.93
01170500, 20377.61
01171500, 143.54
04032000, 681.31
04031000, 530.63
04072150, 285.40
04072076, 17.84
04071765, 2428.68
04071000, 1761.00
04069416, 2736.84
04069500, 2905.88
04062500, 1698.22
04065650, 1037.10
04065106, 6376.58
04065722, 7573.37
04066003, 8141.38
04064500, 1356.92
04063700, 372.61
04063000, 4585.08
04063500, 4700.33
04066500, 674.76
04066030, 8310.09
04066800, 9606.73
04067500, 10121.79
04059500, 1169.72
04082400, 14045.13
04073500, 3485.67
04073466, 134.05
04073365, 2538.66
04073458, 17.88
040734605, 35.76
03026480, 17.97
03026500, 17.97
03028000, 161.73
03027500, 188.69
03028500, 521.16
03029000, 799.79
03029500, 2112.10
03030500, 2516.67
03170000, 818.66
03171000, 7230.77
03167000, 692.70
03165000, 116.90
03168000, 5800.31
03165500, 3551.53
03164000, 3020.93
03161000, 566.24
03179000, 1008.02
03175500, 566.90
03173000, 782.84
03176500, 9858.42
03177710, 107.99
03185400, 17123.70
03185000, 144.04
03193000, 21752.14
03200500, 2187.97
03198500, 990.42
03198350, 153.06
03202750, 351.09
03202400, 801.15
03203000, 1881.39
05420680, 904.36
05421682, 493.36
05421000, 2715.03
05466000, 377.61
05466500, 1141.79
05467000, 413.62
05469000, 1124.17
05470000, 870.44
05470500, 538.57
05471000, 1471.86
05471200, 709.32
05471500, 4283.41
05471050, 2118.56
05472500, 1895.91
05473450, 161.88
05473065, 8435.92
05473400, 1376.00
05474000, 11187.98
05457000, 1018.99
05457505, 2181.92
05457700, 2781.79
05458000, 760.74
05458300, 4035.34
05458500, 4331.18
05064000, 4147.82
05063398, 484.81
05062500, 2438.67
05075000, 5926.83
05078520, 35.12
05080000, 14476.83
05079000, 13835.71
05074500, 5015.28
05076000, 2528.61
05078500, 3512.52
05078000, 1457.49
05078470, 35.13
05078230, 693.62
05085450, 525.33
05087500, 629.83
05092000, 76127.71
05094000, 1362.13
05106000, 496.26
05107500, 2851.84
05104500, 1126.64
05112000, 3976.26
05127500, 3941.40
05124982, 17.55
05125039, 26.34
05124480, 912.17
05125000, 2071.24
05126210, 3116.79
05129115, 2315.61
05129290, 17.48
05129515, 38264.82
05133500, 50083.05
05131500, 4412.91
06205000, 2515.15
06204070, 168.95
06204050, 133.39
06480650, 276.75
06481480, 607.50
06481000, 7881.90
06482610, 1242.03
06482020, 9750.11
06481500, 1519.50
06482000, 9615.98
06483950, 17334.43
06485910, 19493.90
06485500, 18122.78
06485950, 19565.64
06483290, 2199.13
06483500, 4167.90
06769525, 188.91
06768020, 144452.87
06769000, 26.99
06768000, 146099.12
06768025, 146099.12
06770500, 149283.92
06772100, 1790.01
06772775, 161.89
06773500, 1268.00
06774000, 153600.88
06794650, 278.70
06772898, 359.66
06806500, 611.70
06807000, 1024412.50
06863420, 882.60
06863500, 1413.97
06866900, 1792.18
06867500, 567.37
06867000, 3854.57
06871000, 2467.30
06871500, 900.51
06917000, 846.39
06917060, 1314.61
06917560, 1179.41
06917500, 1017.35
06917240, 207.08
06917630, 27.00
06918060, 2799.83
06919900, 4671.38
06919500, 1062.24
06919020, 3375.06
06918740, 629.99
06918440, 638.94
06918460, 683.91
06918493, 36.00
06921070, 729.06
06921200, 324.08
06921350, 1638.33
06923500, 0.00
06923950, 1539.32
06923940, 1341.25
06925250, 342.13
06923250, 891.12
06928420, 702.10
06928300, 432.03
06928000, 3276.05
06930060, 1530.00
06930000, 1421.97
06934000, 8254.23
06932000, 495.16
06933500, 7317.75
07032000, 2366903.53
07025400, 943.95
07026795, 17.98
07026680, 80.92
07026500, 296.67
06908000, 2854.95
06907700, 1395.95
07064440, 153.02
07064533, 765.01
07066000, 1025.72
07065495, 773.78
07065200, 467.87
07067500, 0.00
07068510, 503.67
07068000, 5317.78
07067000, 4319.36
07069000, 12585.87
07072500, 19023.98
07074420, 21575.77
07069220, 656.47
07069295, 701.25
07069500, 3020.77
07069190, 0.00
07069305, 2202.81
07071000, 0.00
07071500, 2059.86
07072000, 2905.07
07185090, 80.97
07185095, 107.96
07189540, 35.97
07189542, 152.85
07185910, 1340.99
07185765, 1133.70
07186480, 791.76
07185700, 791.76
07187000, 1097.45
07186055, 540.03
07186000, 3005.68
07187600, 6307.71
07188000, 6478.65
07189100, 260.83
07188653, 377.63
07188885, 620.57
07188838, 512.45
07189000, 2230.02
07052000, 62.99
07050690, 53.99
07052120, 18.00
07052100, 125.98
07052152, 143.98
07052250, 1196.77
07050700, 656.90
07052345, 656.80
07052500, 2546.24
07052820, 719.51
07054080, 791.62
07053810, 494.72
07055607, 1033.49
07058000, 1475.25
07057500, 1430.21
07061270, 135.03
07061290, 225.04
07061500, 1278.17
07061900, 359.98
07061600, 1287.17
07062500, 2556.01
07062575, 2825.91
07063000, 3230.71
07064000, 4507.80
01174565, 35.88
01175670, 26.92
01173500, 511.38
01176000, 376.91
01172500, 143.53
01173000, 242.20
01175500, 520.31
01174500, 125.58
01177000, 1794.56
01172010, 21544.00
01184100, 26.94
01184490, 35.92
01192500, 206.58
01191000, 62.87
01193500, 269.56
01192883, 80.89
01184000, 25043.66
01194000, 44.94
01194500, 53.92
01197000, 152.49
01198000, 125.64
01198125, 1202.39
01197500, 735.68
01199000, 1642.32
01199050, 71.83
01206900, 269.47
01200000, 520.97
01203600, 35.94
01203805, 71.88
01202501, 98.81
01200500, 2567.46
01204000, 179.72
01201487, 179.77
01203510, 62.92
012035055, 53.93
01208500, 691.80
01205500, 3978.25
01208990, 44.95
012095493, 17.98
01209005, 89.90
01209761, 0.00
01209500, 215.77
01208925, 71.92
01209700, 80.91
01209901, 62.94
01212500, 53.95
01209105, 44.95
01208873, 35.96
01208950, 26.97
05134200, 1609.14
07250935, 53.88
07252000, 996.65
07250965, 143.68
07250974, 17.96
07257460, 152.63
07257450, 134.65
07257006, 781.15
07257473, 26.93
07257693, 8.97
07257500, 619.43
07260673, 574.34
07260678, 242.29
07258500, 618.73
07260500, 1972.74
07260000, 188.25
07260990, 170.52
07261000, 475.62
07261090, 71.78
07261200, 305.05
07261250, 1982.74
07261500, 1084.29
07263012, 2491.55
08163500, 272.14
08164000, 2121.67
08164300, 860.79
08164350, 1115.20
08164450, 728.22
08164370, 1369.40
08164503, 455.82
08164504, 140.16
08164390, 1439.47
08183900, 184.60
08184050, 527.36
08185065, 755.74
08185000, 694.28
08185100, 210.62
08185500, 1624.40
08186000, 2123.79
08189998, 1670.57
0818999010, 906.05
08190000, 1881.22
08190500, 1801.93
10020300, 2059.25
10023000, 161.74
10020100, 1888.48
10016900, 1187.17
10011500, 467.77
10039500, 6316.75
10032000, 421.63
10038000, 6235.96
10028500, 5159.00
410401112134801, 0.00
11348500, 3685.17
11345500, 638.40
11361000, 485.75
11355010, 9331.73
11355500, 431.89
11342000, 1070.00
11421000, 3440.01
11451100, 153.10
11451300, 324.21
11451715, 252.17
11451000, 1305.88
11453500, 306.21
11381500, 342.04
11383500, 549.09
11402000, 486.17
11401920, 216.07
11413000, 666.35
11418500, 207.13
01483700, 81.05
01484080, 234.16
01484100, 9.01
01502500, 1362.73
01500000, 269.17
